プログラムNo.2,,,,,,,,,,,,,,,
,層番号,材料番号,物質名,ML数,層厚[nm],比誘電率,有効質量,障壁の高さ,谷,分割数,NX,EF,仕事関数,電荷量,
13.1564,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.20E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.81E+00,1.83E+00
13.1595,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.20E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.81E+00,1.83E+00
13.1626,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.20E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.81E+00,1.83E+00
13.1657,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.20E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.81E+00,1.83E+00
13.1688,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.20E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.81E+00,1.83E+00
13.1719,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.20E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.81E+00,1.83E+00
13.175,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.20E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.81E+00,1.83E+00
13.1781,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.20E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.81E+00,1.83E+00
13.1812,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.20E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.81E+00,1.83E+00
13.1843,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.20E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.81E+00,1.83E+00
13.1874,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.19E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.80E+00,1.83E+00
13.1905,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.19E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.80E+00,1.83E+00
13.1936,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.19E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.80E+00,1.83E+00
13.1967,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.19E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.80E+00,1.83E+00
13.1998,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.19E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.80E+00,1.83E+00
13.2029,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.19E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.80E+00,1.83E+00
13.206,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.19E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.80E+00,1.82E+00
13.2091,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.19E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.80E+00,1.82E+00
13.2122,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.19E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.80E+00,1.82E+00
13.2153,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.19E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.80E+00,1.82E+00
13.2184,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.19E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.80E+00,1.82E+00
13.2215,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.19E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.80E+00,1.82E+00
13.2246,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.19E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.80E+00,1.82E+00
13.2277,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.19E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.80E+00,1.82E+00
13.2308,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.19E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.80E+00,1.82E+00
13.2339,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.19E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.80E+00,1.82E+00
13.237,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.19E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.80E+00,1.82E+00
13.2401,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.19E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.80E+00,1.82E+00
13.2432,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.19E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.80E+00,1.82E+00
13.2463,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.19E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.80E+00,1.82E+00
13.2494,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.18E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.80E+00,1.82E+00
13.2525,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.18E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.80E+00,1.82E+00
13.2556,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.18E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.80E+00,1.82E+00
13.2587,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.18E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.80E+00,1.82E+00
13.2618,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.18E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.80E+00,1.82E+00
13.2649,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.18E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.80E+00,1.82E+00
13.268,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.18E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.80E+00,1.82E+00
13.2711,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.18E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.80E+00,1.82E+00
13.2742,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.18E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.80E+00,1.82E+00
13.2773,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.18E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.80E+00,1.82E+00
13.2804,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.18E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.80E+00,1.82E+00
13.2835,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.17E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.80E+00,1.82E+00
13.2866,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.17E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.80E+00,1.82E+00
13.2897,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.17E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.80E+00,1.82E+00
13.2928,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.17E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.80E+00,1.82E+00
13.2959,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.17E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.80E+00,1.82E+00
13.299,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.17E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.80E+00,1.82E+00
13.3021,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.17E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.80E+00,1.82E+00
13.3052,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.17E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.80E+00,1.82E+00
13.3083,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.16E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.80E+00,1.82E+00
13.3114,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.16E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.80E+00,1.82E+00
13.3145,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.16E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.80E+00,1.82E+00
13.3176,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.16E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.80E+00,1.82E+00
13.3207,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.16E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.80E+00,1.82E+00
13.3238,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.16E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.80E+00,1.82E+00
13.3269,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.16E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.80E+00,1.82E+00
13.33,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.16E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.80E+00,1.82E+00
13.3331,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.15E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.80E+00,1.82E+00
13.3362,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.15E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.80E+00,1.82E+00
13.3393,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.15E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.80E+00,1.82E+00
13.3424,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.15E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.80E+00,1.82E+00
13.3455,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.15E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.80E+00,1.82E+00
13.3486,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.15E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.80E+00,1.82E+00
13.3517,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.14E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.80E+00,1.82E+00
13.3548,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.14E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.80E+00,1.82E+00
13.3579,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.14E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.80E+00,1.82E+00
13.361,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.14E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.81E+00,1.82E+00
13.3641,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.14E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.81E+00,1.82E+00
13.3672,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.14E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.81E+00,1.82E+00
13.3703,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.13E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.81E+00,1.82E+00
13.3734,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.13E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.81E+00,1.82E+00
13.3765,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.13E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.81E+00,1.82E+00
13.3796,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.13E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.81E+00,1.82E+00
13.3827,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.13E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.81E+00,1.82E+00
13.3858,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.13E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.81E+00,1.82E+00
13.3889,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.12E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.81E+00,1.82E+00
13.392,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.12E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.81E+00,1.82E+00
13.3951,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.12E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.81E+00,1.82E+00
13.3982,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.12E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.81E+00,1.82E+00
13.4013,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.12E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.81E+00,1.83E+00
13.4044,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.12E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.81E+00,1.83E+00
13.4075,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.11E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.81E+00,1.83E+00
13.4106,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.11E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.81E+00,1.83E+00
13.4137,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.11E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.81E+00,1.83E+00
13.4168,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.11E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.81E+00,1.83E+00
13.4199,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.11E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.81E+00,1.83E+00
13.423,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.10E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.81E+00,1.83E+00
13.4261,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.10E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.81E+00,1.83E+00
13.4292,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.10E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.81E+00,1.83E+00
13.4323,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.10E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.81E+00,1.83E+00
13.4354,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.10E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.82E+00,1.83E+00
13.4385,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.09E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.82E+00,1.83E+00
13.4416,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.09E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.82E+00,1.83E+00
13.4447,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.09E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.82E+00,1.83E+00
13.4478,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.09E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.82E+00,1.83E+00
13.4509,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.09E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.82E+00,1.83E+00
13.454,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.08E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.82E+00,1.83E+00
13.4571,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.08E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.82E+00,1.83E+00
13.4602,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.08E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.82E+00,1.83E+00
13.4633,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.08E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.82E+00,1.83E+00
13.4664,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.08E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.82E+00,1.83E+00
13.4695,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.08E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.82E+00,1.83E+00
13.4726,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.07E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.82E+00,1.83E+00
13.4757,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.07E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.82E+00,1.83E+00
13.4788,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.07E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.82E+00,1.83E+00
13.4819,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.07E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.82E+00,1.83E+00
13.485,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.07E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.82E+00,1.83E+00
13.4881,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.06E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.82E+00,1.83E+00
13.4912,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.06E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.82E+00,1.83E+00
13.4943,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.06E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.83E+00,1.83E+00
13.4974,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.06E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.83E+00,1.83E+00
13.5005,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.06E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.83E+00,1.83E+00
13.5036,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.05E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.83E+00,1.83E+00
13.5067,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.05E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.83E+00,1.83E+00
13.5098,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.05E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.83E+00,1.83E+00
13.5129,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.05E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.83E+00,1.83E+00
13.516,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.05E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.83E+00,1.83E+00
13.5191,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.04E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.83E+00,1.83E+00
13.5222,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.04E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.83E+00,1.83E+00
13.5253,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.04E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.83E+00,1.83E+00
13.5284,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.04E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.83E+00,1.83E+00
13.5315,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.04E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.83E+00,1.83E+00
13.5346,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.03E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.83E+00,1.83E+00
13.5377,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.03E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.83E+00,1.83E+00
13.5408,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.03E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.83E+00,1.83E+00
13.5439,2.03E-01,2.10E-01,2.63E-01,3.97E-01,5.41E-01,5.92E-01,9.28E-01,1.03E+00,1.22E+00,1.24E+00,1.26E+00,1.67E+00,1.79E+00,1.83E+00,1.83E+00
